J070	Saya kira itu jalan tengahnya Ketua.	Saya kira itu jalan tengahnya Ketua.
J071	Interupsi Pimpinan, Arwani Pimpinan. 	Interupsi Pimpinan, Arwani Pimpinan. 
J072	Saya kira terkait dengan agenda yang tiba-tiba dibatalkan.	Saya kira terkait dengan agEnda yang tiba-tiba dibatalkan.
J074	Itu saja terima kasih.	Itu saja terima kasih.
J075	Silakan yang lain.	Silakan yang lain.
J076	Baik, terima kasih Ketua.	Baik, terima kasih Ketua.
J077	Pimpinan, berarti yang mengubah jadwal Bamus adalah Pimpinan. 	Pimpinan, berarti yang mengubah jadwal Bamus adalah Pimpinan. 
J078	Saya ingin jawaban, saya tidak ingin menanyakan substansinya.	Saya ingin jawaban, saya tidak ingin menanyakan substansinya.
J079	Saya ingin menanyakan siapa yang mengubah jadwal Bamus. 	Saya ingin menanyakan siapa yang mengubah jadwal Bamus.
J080	Saya tidak berbicara tentang substansi.	Saya tidak berbicara tentang substansi.
J081	Saya mau jawaban yang clear dan jelas.	Saya mau jawaban yang klir dan jelas.
J082	Itu catatannya , terima kasih.	Itu catatannya , terima kasih.
J083	Baik, kami berikan keterangan bahwa seperti yang disampaikan Bapak Pimpinan.	Baik, kami berikan keterangan bahwa seperti yang disampaikan Bapak Pimpinan.
J084	Memang akan kami sampaikan kepadanya gilirannya nanti.	MEmang akan kami sampaikan kepadanya gilirannya nanti.
J085	Tetapi sekarang pun tidak apa-apa supaya kita bisa mengerti posisinya. 	Tetapi sekarang pun tidak apa-apa supaya kita bisa mengerti posisinya.
J086	Usulan dari Baleg tentunya akan kami tanyakan kepada seluruh Dewan yang terhormat.	Usulan dari BalEg tentunya akan kami tanyakan kepada seluruh DEwan yang terhormat.
J087	Pimpinan, Bamus sudah memutuskan agenda itu ada di dalam Rapat Paripurna hari ini. 	Pimpinan, Bamus sudah memutuskan agEnda itu ada di dalam Rapat Paripurna hari ini. 
J088	Kenapa kemudian tidak ada di dalam jadwal.	Kenapa kemudian tidak ada di dalam jadwal.
J089	Minta tolong , tolong dimasukan dulu ke dalam jadwal bahwa ada pembahasan masalah perubahan Tata Tertib yang kedua.	Minta tolong, tolong dimasukan dulu ke dalam jadwal bahwa ada pembahasan masalah perubahan Tata Tertib yang kedua.
J090	Karena apa? 	Karena apa?
J091	Pimpinan seenaknya mengubah hasil Bamus. 	Pimpinan se-Enaknya mengubah hasil Bamus.
J092	Preseden yang akan terjadi yang akan datang bisa saja Pimpinan itu mengubah seenaknya keinginan.	PrEsEdEn yang akan terjadi yang akan datang bisa saja Pimpinan itu mengubah se-Enaknya keinginan.
J093	Padahal Bamus itu adalah kesepakatan semua fraksi-fraksi yang ada.	Padahal Bamus itu adalah kesepakatan semua fraksi-fraksi yang ada.
J094	Pimpinan, tolong dijawab dulu Pimpinan.	Pimpinan, tolong dijawab dulu Pimpinan.
J095	Mohon izin Bapak Agus.	Mohon izin Bapak Agus.
J096	Begini penjelasannya, kira-kira begini. 	Begini penjelasannya, kira-kira begini. 
J097	Oke, baik.	Oke, baik.
J098	Bapak dan Ibu sekalian yang saya hormati.	Bapak dan Ibu sekalian yang saya hormati.
J099	Pimpinan, tolong didengar, interupsi Pimpinan .	Pimpinan, tolong didengar, interupsi Pimpinan .
J100	Seharusnya kalau kita ingin meminta persetujuan harus ada dulu di dalam rumusan yang akan kita bahas. 	Seharusnya kalau kita ingin meminta persetujuan harus ada dulu di dalam rumusan yang akan kita bahas.
J101	Selanjutnya untuk mempersingkat waktu marilah kita memasuki acara Rapat Paripurna Dewan hari ini.	Selanjutnya untuk mempersingkat waktu marilah kita memasuki acara Rapat Paripurna DEwan hari ini.
J102	Selamat sore dan salam sejahtera untuk kita semua,	Selamat sorE dan salam sejahtera untuk kita semua,
J103	Om swasti atu.	Om swasti atu.
J104	Yang kami hormati Pimpinan Dewan Perwakilan Rakyat Republik Indonesia.	Yang kami hormati Pimpinan DEwan Perwakilan Rakyat REpublik IndonEsia.
J105	Yang kami hormati Bapak dan Ibu Anggota Dewan Perwakilan Rakyat Republik Indonesia.	Yang kami hormati Bapak dan Ibu Anggota DEwan Perwakilan Rakyat REpublik IndonEsia.
J106	Yang kami hormati Calon Anggota Komisi Yudisial.	Yang kami hormati Calon Anggota Komisi Yudisial.
J107	Dan yang kami hormati Bapak dan Ibu, serta rekan-rekan wartawan yang berbahagia.	Dan yang kami hormati Bapak dan Ibu, serta rekan-rekan wartawan yang berbahagia.
J108	Pertama-tama marilah kita memanjatkan puji dan syukur kehadirat Tuhan Yang Maha Esa. 	Pertama-tama marilah kita memanjatkan puji dan syukur kehadirat Tuhan Yang Maha Esa.
J109	Karena atas rahmat dan perkenan-Nya maka kita dapat menghadiri Rapat Paripurna.	Karena atas rahmat dan perkenan-Nya maka kita dapat menghadiri Rapat Paripurna.
J110	Dalam keadaan sehat wal'afiat dalam rangka menyampaikan laporan. 	Dalam keadaan sEhat wal-a-fi-yat dalam rangka menyampaikan laporan.
J111	Selanjutnya untuk menyetujui atau tidak menyetujui sesuai peraturan perundang-undangan. 	Selanjutnya untuk menyetujui atau tidak menyetujui sesuai peraturan perundang-undangan.
J112	Rapat Pleno Komisi tiga DPR RI yang bersifat terbuka dan terbuka untuk umum.	Rapat PlEno Komisi tiga DE-PE-ER ER-I yang bersifat terbuka dan terbuka untuk umum.
J113	Bapak Ibu Pimpinan, para hadirin serta rekan-rekan Wartawan yang kami hormati.	Bapak Ibu Pimpinan, para hadirin serta rekan-rekan Wartawan yang kami hormati.
J114	Pada hari ini Selasa tanggal dua puluh Oktober dua ribu lima belas tepatnya pukul sepuluh tiga puluh WIB.	Pada hari ini Selasa tanggal dua puluh Oktober dua ribu lima belas tepatnya pukul sepuluh tiga puluh WE-I-BE.
J115	Komisi III DPR RI melakukan Rapat Pleno dalam pengambilan Keputusan terhadap Calon Komisi Yudisial. 	Komisi tiga DE-PE-ER ER-I melakukan Rapat PlEno dalam pengambilan Keputusan terhadap Calon Komisi Yudisial.
J116	Pengambilan Keputusan ini dilakukan dengan cara musyawarah dan mufakat dengan meminta pandangan fraksi-fraksi di Komisi tiga DPR RI .	Pengambilan Keputusan ini dilakukan dengan cara musyawarah dan mufakat dengan meminta pandangan fraksi-fraksi di Komisi tiga DE-PE-ER ER-I .
J117	Berdasarkan hasil musyawarah dan mufakat tersebut, Komisi III DPR RI telah memberikan persetujuannya. 	Berdasarkan hasil musyawarah dan mufakat tersebut, Komisi tiga DE-PE-ER ER-I telah memberikan persetujuannya. 
J118	Demikian kami ucapkan terima kasih.	Demikian kami ucapkan terima kasih.
J119	Usikum wanafsi bitaqwallahi.	Usikum wanafsi bi-taq-walla-hi.
J120	Asholatu wasalamu ala mursalin.	Asholatu wasalamu ala mursalin.
J121	Waala alihi wasohbihi ajmain. 	Wa-ala alihi wasohbihi ajmain.
J122	Amiin.	Amiin.
J123	Kami Badan Legislasi sudah membentuk Panja.	Kami Badan lEgislasi sudah membentuk Panja.
J124	Dan sudah membahas Peraturan Bersama ini dengan seksama.	Dan sudah membahas Peraturan Bersama ini dengan seksama.
J125	Dan drafnya sudah ada di dalam bapak-ibu semuanya. 	Dan drafnya sudah ada di dalam, bapak-ibu semuanya. 
J126	Kalau disetujui kami tidak usah membacakan seluruh isinya.	Kalau disetujui kami tidak usah membacakan seluruh isinya.
J127	Selanjutnya perkenankan kami menyerahkan Rancangan Peraturan Bersama DPR dan BPK.	Selanjutnya perkenankan kami menyerahkan Rancangan Peraturan Bersama DE-PE-ER dan BE-PE-KA.
J128	Menyiapkan dan menyusun naskah akademik.	Menyiapkan dan menyusun naskah akademik.
J129	Mengkoordinasikan seluruh penyusunan naskah akademik. 	Mengkoordinasikan seluruh penyusunan naskah akademik.
J130	Mengambil alih penyusunan naskah akademik dan Rancangan Undang-undang. 	Mengambil alih penyusunan naskah akademik dan Rancangan Undang-undang.
J131	Mengubah ketentuan Pasal enam puluh enam. 	Mengubah ketentuan Pasal enam puluh enam.
J132	Menyesuaikan pasal atau huruf yang menjadi rujukannya.	Menyesuaikan pasal atau huruf yang menjadi rujukannya.
J133	Demikianlah usulan-usulan perubahan diantaranya yang tadi sudah kami bacakan. 	Demikianlah usulan-usulan perubahan diantaranya yang tadi sudah kami bacakan.
J134	Demikianlah laporan kami, terima kasih atas perhatiannya.	Demikianlah laporan kami, terima kasih atas perhatiannya.
J135	Belum ketua, tidak.	Belum ketua, tidak.
J136	Baik, dengan catatan yang ada di Pak Azis.	Baik, dengan catatan yang ada di Pak Azis.
J137	Waktu kita absen sudah dibagi ketua.	Waktu kita absEn sudah dibagi ketua.
J138	Dan jika itu persoalannya, ini bisa disusulkan ketua.	Dan jika itu persoalannya, ini bisa disusulkan ketua.
J139	Tolong Ketua Rapat memegang tata tertib dan mekanisme dalam memimpin rapat.	Tolong Ketua Rapat memegang tata tertib dan mEkanisme dalam memimpin rapat.
J140	Kalau tidak diganti saja.	Kalau tidak diganti saja.
J141	Pak Ecky, mohon maaf Pak Ecky.	Pak Eki, mohon maaf Pak Eki.
J142	Ada kesalahfahaman Pak Ecky.	Ada kesalahfahaman Pak Eki.
J143	Ini keliru nih ya. 	Ini keliru nih ya.
J144	Biar kita tidak bertele-tele, ini keliru.	Biar kita tidak bertElE-tElE, ini keliru.
J145	Saya sama sekali bukan bikin panas Ketua.	Saya sama sekali bukan bikin panas Ketua.
J146	Sebentar dulu, ini jangan jadi kemana-mana.	Sebentar dulu, ini jangan jadi kemana-mana.
J147	Ini setuju di rubah atau tidak?	Ini setuju di rubah atau tidak?
J148	Kita voting bahwa ada Anggota yang tidak setuju dengan usulan perubahan. 	Kita voting bahwa ada Anggota yang tidak setuju dengan usulan perubahan.
J149	Memang semua belum baca Pak. 	MEmang semua belum baca Pak.
J150	Wong saya juga belum baca.	Wong saya juga belum baca.
J151	Sehingga tidak perlu di putar-putar, kita voting saja.	Sehingga tidak perlu di putar-putar, kita voting saja.
J152	Baik, sesuai dengan mekanisme yang ada.	Baik, sesuai dengan mEkanisme yang ada.
J153	Tentunya sebelum memasuki voting, kita memasuki lobby dulu. 	Tentunya sebelum memasuki voting, kita memasuki lobbi dulu. 
J154	Izin ketua.	Izin ketua.
J155	Kalau usul saya, tidak perlu di skors, kita langsung saja. 	Kalau usul saya, tidak perlu di skors, kita langsung saja. 
J156	Kalau memang misalkan ada Anggota yang tidak setuju, kita hormati. 	Kalau mEmang misalkan ada Anggota yang tidak setuju, kita hormati. 
J157	Jadi tidak perlu buang waktu. 	Jadi tidak perlu buang waktu. 
J158	Kita libatkan semua yang hadir.	Kita libatkan semua yang hadir.
J159	Toh kalaupun misalkan mengatas namakan fraksi juga dari sisi yang hadir tidak  terlalu banyak Ketua. 	Toh kalaupun misalkan mengatas namakan fraksi juga dari sisi yang hadir tidak  terlalu banyak Ketua. 
J160	Jadi usul saya, langsung saja kita ambil keputusan. 	Jadi usul saya, langsung saja kita ambil keputusan. 
J161	Yang tidak setuju silakan berdiri dan nanti yang setuju juga dimintai pendapatnya.	Yang tidak setuju silakan berdiri dan nanti yang setuju juga dimintai pendapatnya.
J162	Usul saya begitu Ketua untuk menghemat waktu .	Usul saya begitu Ketua untuk menghEmat waktu.
J163	Silakan yang lain ada usul lain?	Silakan yang lain ada usul lain?
J164	Kalau tidak, ke depan sajalah. 	Kalau tidak, ke depan sajalah. 
J165	Kita melakukan lobby di sini saja, tidak usah lama-lama. 	Kita melakukan lobbi di sini saja, tidak usah lama-lama. 
J166	Silakan, sementara rapat kita skors sebentar saja.	Silakan, sementara rapat kita skors sebentar saja.
J167	Baik, Bapak Ibu sekalian yang saya hormati, skors rapat dicabut.	Baik, Bapak Ibu sekalian yang saya hormati, skors rapat dicabut.
J168	Setelah kita melaksanakan lobby dan kita memang tidak ada titik temu. 	Setelah kita melaksanakan lobbi dan kita mEmang tidak ada titik temu. 
J169	Kita akan melaksanakan voting. 	Kita akan melaksanakan voting. 
J170	Untuk itu kita persilakan Sekjen untuk mempersiapkan voting.	Untuk itu kita persilakan SEkjEn untuk mempersiapkan voting.
J171	Oke dihitung terlebih dahulu.	OkE dihitung terlebih dahulu.
J172	Hanya ingin mengomentari hasil apa yang kita hadapi hari ini tentang Baleg.	Hanya ingin mengomEntari hasil apa yang kita hadapi hari ini tentang BalEg.
J173	Pimpinan yang kami hormati dan kami banggakan.	Pimpinan yang kami hormati dan kami banggakan.
J174	Seluruh peserta Rapat Paripurna yang saya banggakan.	Seluruh peserta Rapat Paripurna yang saya banggakan.
J175	Menyangkut draft perubahan Tata Tertib Dewan, itu adalah Draft Rancangan Undang-undang.	Menyangkut draf perubahan Tata Tertib DEwan, itu adalah Draf Rancangan Undang-undang.
J176	Tatib ini sudah dibicarakan beberapa kali di Badan Legislasi.	Tatib ini sudah dibicarakan beberapa kali di Badan lEgislasi.
J177	Ada Pak Sareh Mulyono dari Fraksi Partai Gerindra. 	Ada Pak SarEh Mulyono dari Fraksi Partai Gerindra. 
J178	Ada Pak Firman Subagyo dari Fraksi Partai Golkar.	Ada Pak Firman Subagyo dari Fraksi Partai Golkar.
J179	Ada Pak Toto Daryanto dari Fraksi Partai Amanat Nasional. 	Ada Pak Toto Daryanto dari Fraksi Partai Amanat Nasional. 
J180	Marwah Badan Legislasi sebagai center of law tidak boleh di hilangkan. 	Marwah Badan lEgislasi sebagai sEnter of low tidak bolEh di hilangkan. 
J181	Kepada siapakah kewenangan itu diberikan?	Kepada siapakah kewenangan itu diberikan?
J182	Kepada semua alat kelengkapan dewan.	Kepada semua alat kelengkapan DEwan.
J183	Tak terkecuali adalah kepada Badan legislasi. 	Tak terkecuali adalah kepada Badan lEgislasi. 
J184	Setiap komisi tetap mempunyai kewenangan untuk menyusun naskah akademik dan Rancangan Undang-undang.	Setiap komisi tetap mempunyai kewenangan untuk menyusun naskah akademik dan Rancangan Undang-undang.
J185	Mengapa DPR tidak mampu menyelesaikan Daftar Inventarisasi RUU. 	Mengapa DE-PE-ER tidak mampu menyelesaikan Daftar InvEntarisasi ER-U-U. 
J186	Rancangan Undang-undang ada di setiap prolegnas tahunan. 	Rancangan Undang-undang ada di setiap prolEgnas tahunan. 
J187	Karena ini menyangkut masalah yang subtansial, sebaiknya semua anggota dikasih tahu dulu masalahnya ini yang akan di rubah. 	Karena ini menyangkut masalah yang sub-tan-si-yal, sebaiknya semua anggota dikasih tahu dulu masalahnya ini yang akan di rubah. 
J188	Jangan tiba-tiba lalu di sini di voting.	Jangan tiba-tiba lalu di sini di voting.
J189	Boleh jadi hak-hak Anggota Dewan secara konstitusional bisa hilang diambil alih oleh lembaga yang tadi itu. 	BolEh jadi hak-hak Anggota DEwan secara kons-ti-tu-si-yo-nal bisa hilang diambil alih olEh lembaga yang tadi itu. 
J190	Oleh karena itu saya usulkan supaya ditunda saja dulu ini. 	OlEh karena itu saya usulkan supaya ditunda saja dulu ini. 
J191	Kepada Anggota supaya dikasih tahu secara jelas apa arah dari perubahan ini.	Kepada Anggota supaya dikasih tahu secara jelas apa arah dari perubahan ini.
J192	Jangan sampai kita voting , tidak tahu apa yang mau di voting.	Jangan sampai kita voting , tidak tahu apa yang mau di voting.
J193	Demikian pendapat saya pimpinan.	Demikian pendapat saya pimpinan.
J194	Izin berpendapat sebentar Bapak Ibu sekalian.	Izin berpendapat sebentar Bapak Ibu sekalian.
J195	Karena ini sebentar lagi Maghrib dan mungkin juga ada yang belum Sholat Ashar.	Karena ini sebentar lagi Maghrib dan mungkin juga ada yang belum Sholat Ashar.
J196	Ya sebentar, Interupsi dulu , silakan yang interupsi.	Ya sebentar, Interupsi dulu , silakan yang interupsi.
J197	Apa artinya kita ribut-ribut? 	Apa artinya kita ribut-ribut? 
J198	Toh ada tiga puluh tiga kementerian dibagi habis juga kita punya pekerjaan banyak.	Toh ada tiga puluh tiga kementerian dibagi habis juga kita punya pekerjaan banyak.
J199	Baik-baik. 	Baik-baik. 
J200	Sebentar-sebentar. 	Sebentar-sebentar. 
J201	Sebelum lebih jauh.	Sebelum lebih jauh.
J202	Setuju.	Setuju.
J203	Ini bukan masalah lobby atau tidak lobby.	Ini bukan masalah lobbi atau tidak lobbi.
J204	Tapi soal bagaimana dengan Pemerintah.	Tapi soal bagaimana dengan Pemerintah.
J205	Bagusnya itu saja, lobby saya yakin juga nggak ketemu .	Bagusnya itu saja, lobbi saya yakin juga engga ketemu .
J206	Apanya yang mau dilobby?	Apanya yang mau dilobbi?
J207	Ini, payah ini!	Ini, payah ini!
J208	Bisa interupsi sebentar saja, untuk memecahkan masalah ini?	Bisa interupsi sebentar saja, untuk memecahkan masalah ini?
J209	Pimpinan, ini nggak jelas Pimpinan.	Pimpinan, ini engga jelas Pimpinan.
J210	Saya ingin mengusulkan Pimpinan. 	Saya ingin mengusulkan Pimpinan. 
J211	Kita ikuti patokan suka-suka pimpinan.	Kita ikuti patokan suka-suka pimpinan.
J212	Ini kan masih ada ketidaksamaan, kita bicarakan.	Ini kan masih ada ketidaksamaan, kita bicarakan.
J213	Yang mana?	Yang mana?
J214	Pimpinan harus bisa memutuskan rasionalitas dari masing-masing komisi.	Pimpinan harus bisa memutuskan rasionalitas dari masing-masing komisi.
J215	Kita harus yakini bahwa tidak mungkin satu komisi hanya satu mitra. 	Kita harus yakini bahwa tidak mungkin satu komisi hanya satu mitra. 
J216	Baik bapak ibu sekalian yang saya hormati, dengan demikian selesailah rapat Paripurna hari ini. 	Baik bapak ibu sekalian yang saya hormati, dengan demikian selesailah rapat Paripurna hari ini. 
J217	Selaku pimpinan rapat saya mengucapkan terima kasih kepada yang terhormat para anggota dewan dan hadirin sekalian.	Selaku pimpinan rapat saya mengucapkan terima kasih kepada yang terhormat para anggota DEwan dan hadirin sekalian.
J218	Atas ketekunan dan kesabaran dalam mengikuti rapat paripurna hari ini. 	Atas ketekunan dan kesabaran dalam mengikuti rapat paripurna hari ini. 
J219	Dengan seijin dewan perkenan  rapat kami tutup.	Dengan seijin DEwan perkenan  rapat kami tutup.
J220	Dengan mengucapkan waflahumuafiq ila afwamithariq.	Dengan mengucapkan wal-la-hu-mu-wa-fiq ila af-wa-mi-tho-riq.
J221	Wasalamu'alaikum warahmatullahi wabarakatuh.	Was-sa-la-mu-a-lai-kum Wa-roh-ma-tull-lo-hi Wa-ba-ro-ka-tuh.
J222	Mohon perhatian, Rekan-rekan sekalian. 	Mohon perhatian, Rekan-rekan sekalian. 
J223	Mohon duduk, karena Paripurna belum kita tutup.	Mohon duduk, karena Paripurna belum kita tutup.
J224	Kami persilakan Pak Akbar Faisal untuk melanjutkan. 	Kami persilakan Pak Akbar Faisal untuk melanjutkan. 
J225	Rapat kita tutup dan kita ucapkan Alhamdulillaahirabbil'alamiin.	Rapat kita tutup dan kita ucapkan Alhamdulillaahirobbilalamiin.
J226	Hadirin dan hadirat yang sangat kami hormati.	Hadirin dan hadirat yang sangat kami hormati.
J227	Mari kita sejenak menundukkan kepala bersama-sama.	Mari kita sejenak menundukkan kepala bersama-sama.
J228	Untuk mengenang para pahlawan kita yang sudah mendahului kita.	Untuk mengenang para pahlawan kita yang sudah mendahului kita.
J229	Dan semoga kita diberi kekuatan untuk melanjutkan perjuangan mereka.	Dan semoga kita diberi kekuatan untuk melanjutkan perjuangan mereka.
J230	Di dalam mempertahankan Pancasila, UndangUndang Dasar Negara Republik Indonesia.	Di dalam mempertahankan Pancasila, UndangUndang Dasar Negara REpublik IndonEsia.
J231	Untuk kemajuan bangsa kita.	Untuk kemajuan bangsa kita.
J232	Mengheningkan cipta mulai.	Mengheningkan cipta mulai.
J233	Presiden Republik Indonesia menimbang dan seterusnya, mengingat dan seterusnya, memutuskan, menetapkan.	PrEsiden REpublik IndonEsia menimbang dan seterusnya, mengingat dan seterusnya, memutuskan, menetapkan.
J234	Hamdan syakirin.	Hamdan sya-ki-rin.
